income,property_value,loan_amount,interest_rate,race_Black,race_Joint,race_Multiracial,race_Native American,race_Pacific Islander,race_Unknown,race_White,covenant_count
154.0,365000.0,345000.0,6.625,False,False,False,False,False,False,True,653.0
99.0,425000.0,345000.0,6.75,False,False,False,False,False,False,False,0.0
96.0,425000.0,335000.0,7.0,False,False,False,False,False,True,False,0.0
41.0,145000.0,135000.0,6.625,False,False,False,False,False,False,True,0.0
42.0,135000.0,115000.0,6.875,False,False,False,False,False,False,True,0.0
60.0,275000.0,55000.0,5.625,False,False,False,False,False,False,True,0.0
96.0,355000.0,335000.0,7.5,False,False,False,False,False,True,False,0.0
51.0,165000.0,155000.0,6.125,False,False,False,False,False,False,True,0.0
98.0,165000.0,155000.0,6.625,False,False,False,False,False,False,True,0.0
64.0,215000.0,175000.0,7.25,False,False,False,False,False,False,True,0.0
87.0,275000.0,275000.0,6.25,False,False,False,False,False,False,True,0.0
136.0,295000.0,275000.0,6.49,False,False,False,False,False,False,True,0.0
104.0,395000.0,375000.0,5.5,False,False,False,False,False,False,False,0.0
56.0,155000.0,145000.0,6.625,False,False,False,False,False,False,True,0.0
110.0,325000.0,305000.0,5.4,False,False,False,False,False,False,True,0.0
93.0,495000.0,365000.0,5.875,False,False,False,False,False,False,True,0.0
67.0,235000.0,225000.0,7.0,False,False,False,False,False,False,True,0.0
55.0,265000.0,255000.0,6.375,False,False,False,False,False,False,True,0.0
96.0,315000.0,285000.0,6.99,False,False,False,False,False,True,False,0.0
147.0,275000.0,265000.0,6.75,False,False,False,False,False,False,True,0.0
135.0,805000.0,645000.0,4.75,False,False,False,False,False,False,False,212.0
96.0,275000.0,225000.0,6.375,False,False,False,False,False,False,True,1.0
43.0,135000.0,15000.0,0.0,False,False,False,False,False,False,True,213.0
45.0,175000.0,125000.0,5.625,False,False,False,False,False,False,False,0.0
197.0,605000.0,545000.0,6.125,False,True,False,False,False,False,False,161.0
137.0,345000.0,335000.0,6.625,False,False,False,False,False,False,True,0.0
262.0,465000.0,435000.0,7.75,False,False,False,False,False,True,False,3.0
82.0,535000.0,155000.0,7.125,False,False,False,False,False,False,True,0.0
130.0,555000.0,335000.0,6.25,False,False,False,False,False,False,True,0.0
78.0,265000.0,245000.0,6.5,True,False,False,False,False,False,False,1.0
93.0,295000.0,245000.0,6.825,False,False,False,False,False,False,True,0.0
46.0,235000.0,225000.0,6.625,False,False,False,False,False,False,True,0.0
41.0,165000.0,115000.0,6.375,False,False,False,False,False,False,True,0.0
44.0,145000.0,15000.0,0.0,False,False,False,False,False,False,True,0.0
91.0,215000.0,195000.0,6.75,False,False,False,False,False,False,True,0.0
331.0,695000.0,625000.0,6.625,False,True,False,False,False,False,False,198.0
62.0,175000.0,165000.0,6.875,False,False,False,False,False,False,True,0.0
64.0,125000.0,15000.0,0.0,False,False,False,False,False,False,True,0.0
371.0,585000.0,135000.0,7.125,False,False,False,False,False,False,True,0.0
209.0,815000.0,725000.0,6.575,False,False,False,False,False,False,True,0.0
96.0,125000.0,125000.0,5.875,False,False,False,False,False,True,False,0.0
96.0,75000.0,75000.0,7.125,False,False,False,False,False,True,False,0.0
55.0,145000.0,135000.0,6.375,False,False,False,False,False,False,True,539.0
63.0,135000.0,105000.0,5.99,False,False,False,False,False,False,True,0.0
96.0,325000.0,495000.0,6.5,False,False,False,False,False,False,True,0.0
92.0,435000.0,425000.0,5.975,False,False,False,False,False,False,True,0.0
135.0,435000.0,345000.0,5.75,False,False,False,False,False,True,False,0.0
88.0,185000.0,175000.0,6.99,False,False,False,False,False,False,True,0.0
109.0,245000.0,195000.0,5.999,False,False,False,False,False,False,True,0.0
92.0,325000.0,315000.0,7.25,False,False,False,False,False,True,False,0.0
277.0,375000.0,295000.0,5.25,False,False,False,False,False,True,False,0.0
96.0,465000.0,415000.0,7.5,False,False,False,False,False,False,True,0.0
120.0,255000.0,15000.0,7.0,False,False,False,False,False,False,True,0.0
123.0,295000.0,285000.0,6.375,False,False,False,False,False,False,True,0.0
121.0,185000.0,145000.0,6.375,False,False,False,False,False,False,True,0.0
96.0,505000.0,455000.0,7.125,False,False,False,False,False,True,False,0.0
171.0,315000.0,245000.0,6.625,False,False,False,False,False,False,True,0.0
101.0,165000.0,165000.0,5.875,False,False,False,False,False,False,True,0.0
162.0,675000.0,475000.0,7.375,False,False,False,False,False,False,True,74.0
66.0,215000.0,205000.0,6.25,False,False,False,False,False,False,True,0.0
119.0,435000.0,345000.0,5.99,False,False,False,False,False,False,True,0.0
82.0,205000.0,195000.0,6.75,False,False,False,False,False,False,True,0.0
96.0,285000.0,285000.0,6.25,False,False,False,False,False,True,False,0.0
96.0,405000.0,385000.0,5.25,False,False,False,False,False,True,False,0.0
70.0,425000.0,355000.0,7.05,False,False,False,False,False,True,False,0.0
141.0,385000.0,225000.0,6.999,False,False,False,False,False,False,True,0.0
66.0,235000.0,225000.0,7.125,False,False,False,False,False,False,True,0.0
106.0,365000.0,355000.0,7.5,False,False,False,False,False,False,True,0.0
96.0,355000.0,285000.0,7.5,False,False,False,False,False,True,False,0.0
97.0,215000.0,185000.0,6.5,True,False,False,False,False,False,False,0.0
79.0,325000.0,205000.0,6.125,False,False,False,False,False,False,True,0.0
80.0,395000.0,315000.0,6.625,False,False,False,False,False,False,True,0.0
121.0,625000.0,595000.0,5.625,False,False,False,False,False,False,False,0.0
125.0,305000.0,285000.0,7.0,False,False,False,False,False,False,True,0.0
121.0,305000.0,285000.0,5.875,False,False,False,False,False,False,True,0.0
82.0,295000.0,15000.0,6.875,False,False,False,False,False,False,True,0.0
85.0,285000.0,275000.0,7.375,False,False,False,False,False,False,True,0.0
158.0,745000.0,575000.0,6.75,False,False,False,False,False,False,True,0.0
96.0,275000.0,255000.0,7.125,False,False,False,False,False,True,False,0.0
271.0,665000.0,665000.0,5.125,False,False,False,False,False,True,False,0.0
104.0,405000.0,325000.0,7.125,False,False,False,False,False,False,True,0.0
59.0,175000.0,15000.0,0.0,False,False,False,False,False,False,True,0.0
101.0,285000.0,275000.0,7.25,False,False,False,False,False,False,True,0.0
77.0,385000.0,385000.0,5.5,False,False,False,False,False,False,True,0.0
96.0,85000.0,75000.0,4.5,False,False,False,False,False,True,False,0.0
138.0,325000.0,305000.0,6.375,False,False,False,False,False,False,True,0.0
95.0,285000.0,275000.0,7.0,False,False,False,False,False,False,True,13.0
96.0,795000.0,675000.0,6.5,False,False,False,False,False,True,False,0.0
109.0,355000.0,345000.0,7.0,False,False,False,False,False,False,True,0.0
49.0,125000.0,5000.0,0.0,False,False,False,False,False,False,True,0.0
50.0,205000.0,165000.0,7.375,False,False,False,False,False,False,True,0.0
72.0,265000.0,255000.0,7.125,False,True,False,False,False,False,False,0.0
154.0,395000.0,375000.0,7.625,False,False,False,False,False,False,True,0.0
220.0,455000.0,435000.0,7.375,False,False,False,False,False,False,True,0.0
37.0,365000.0,115000.0,6.65,False,False,False,False,False,False,True,0.0
146.0,265000.0,255000.0,7.0,False,False,False,False,False,False,True,0.0
144.0,265000.0,215000.0,7.25,False,False,False,False,False,False,True,0.0
72.0,385000.0,345000.0,6.0,False,False,False,False,False,False,True,0.0
63.0,215000.0,205000.0,5.875,False,False,False,False,False,False,True,0.0
71.0,205000.0,205000.0,6.599,False,False,False,False,False,False,True,0.0
96.0,445000.0,335000.0,8.5,False,False,False,False,False,True,False,0.0
94.0,315000.0,305000.0,6.375,False,False,False,False,False,False,True,0.0
96.0,345000.0,335000.0,5.75,False,False,False,False,False,True,False,0.0
95.0,275000.0,15000.0,7.25,False,False,False,False,False,False,True,0.0
34.0,85000.0,85000.0,6.875,False,False,False,False,False,False,True,0.0
69.0,195000.0,175000.0,5.75,False,False,False,False,False,False,True,0.0
101.0,275000.0,215000.0,6.4,False,False,False,False,False,False,True,0.0
47.0,165000.0,155000.0,6.75,False,False,False,False,False,False,False,0.0
170.0,475000.0,385000.0,7.375,False,False,False,False,False,False,True,0.0
104.0,245000.0,235000.0,6.5,False,False,False,False,False,False,True,0.0
297.0,995000.0,725000.0,7.5,False,False,False,False,False,False,True,0.0
65.0,205000.0,205000.0,5.75,False,False,False,False,False,False,True,0.0
91.0,385000.0,355000.0,6.99,False,False,False,False,False,True,False,0.0
98.0,335000.0,335000.0,6.875,False,False,False,False,False,False,False,0.0
57.0,305000.0,245000.0,7.25,False,False,False,False,False,False,True,0.0
116.0,345000.0,15000.0,6.5,False,False,False,False,False,False,True,0.0
96.0,315000.0,305000.0,6.5,False,False,False,False,False,True,False,0.0
96.0,295000.0,265000.0,6.25,False,False,False,False,False,True,False,0.0
89.0,415000.0,335000.0,6.625,True,False,False,False,False,False,False,0.0
54.0,185000.0,145000.0,6.25,False,False,False,False,False,False,True,0.0
96.0,1125000.0,725000.0,6.625,False,False,False,False,False,False,True,0.0
52.0,185000.0,165000.0,6.35,False,False,False,False,False,False,True,0.0
59.0,505000.0,325000.0,7.125,False,False,False,False,False,False,True,0.0
78.0,245000.0,175000.0,6.99,False,False,False,False,False,False,True,34.0
126.0,335000.0,265000.0,7.0,False,False,False,False,False,False,True,0.0
92.0,355000.0,355000.0,7.5,False,False,False,False,False,True,False,39.0
74.0,155000.0,145000.0,7.151,False,False,False,False,False,False,True,0.0
56.0,135000.0,135000.0,8.249,False,False,False,False,False,False,True,0.0
93.0,185000.0,175000.0,7.625,False,False,False,False,False,False,True,0.0
192.0,215000.0,205000.0,6.75,False,False,False,False,False,False,True,0.0
96.0,495000.0,465000.0,7.375,False,False,False,False,False,True,False,0.0
51.0,285000.0,215000.0,5.75,False,False,False,False,False,False,True,0.0
76.0,365000.0,285000.0,6.375,False,False,False,False,False,True,False,19.0
48.0,305000.0,165000.0,6.125,False,False,False,False,False,False,True,0.0
96.0,325000.0,315000.0,6.125,False,False,False,False,False,True,False,0.0
378.0,815000.0,55000.0,2.99,False,False,False,False,False,False,True,0.0
130.0,365000.0,325000.0,6.5,False,False,False,False,False,False,True,0.0
118.0,405000.0,335000.0,6.75,False,False,False,False,False,False,True,0.0
108.0,315000.0,245000.0,6.99,False,False,False,False,False,False,True,71.0
74.0,345000.0,275000.0,6.49,True,False,False,False,False,False,False,0.0
311.0,705000.0,675000.0,6.99,False,True,False,False,False,False,False,0.0
96.0,395000.0,315000.0,6.125,False,False,False,False,False,True,False,17.0
167.0,405000.0,365000.0,6.5,False,False,False,False,False,False,True,0.0
309.0,855000.0,855000.0,6.875,False,False,False,False,False,False,True,0.0
64.0,275000.0,265000.0,5.999,False,False,False,False,False,False,True,0.0
75.0,315000.0,315000.0,6.967,False,False,False,False,False,False,False,3.0
123.0,255000.0,245000.0,7.125,True,False,False,False,False,False,False,3.0
28.0,115000.0,95000.0,6.0,False,False,False,False,False,True,False,39.0
64.0,165000.0,135000.0,7.875,False,False,False,False,False,False,True,0.0
204.0,295000.0,275000.0,6.875,False,True,False,False,False,False,False,0.0
72.0,185000.0,165000.0,7.125,False,False,False,False,False,False,True,0.0
130.0,435000.0,415000.0,6.977,False,False,False,False,False,True,False,0.0
152.0,665000.0,545000.0,7.125,False,False,False,False,False,False,True,0.0
50.0,185000.0,175000.0,7.0,False,False,False,False,False,False,True,0.0
156.0,415000.0,315000.0,7.125,False,False,False,False,False,False,True,48.0
117.0,475000.0,305000.0,6.525,False,False,False,False,False,False,True,0.0
75.0,245000.0,235000.0,7.5,False,False,False,False,False,False,True,0.0
208.0,615000.0,305000.0,5.75,False,True,False,False,False,False,False,0.0
73.0,235000.0,205000.0,6.375,False,False,False,False,False,True,False,0.0
160.0,455000.0,365000.0,7.125,False,False,False,False,False,False,True,0.0
124.0,345000.0,345000.0,5.75,True,False,False,False,False,False,False,3.0
96.0,455000.0,355000.0,7.25,False,False,False,False,False,True,False,0.0
71.0,225000.0,215000.0,6.875,False,False,False,False,False,True,False,0.0
145.0,365000.0,355000.0,6.625,False,False,False,False,False,False,True,0.0
52.0,265000.0,205000.0,6.99,False,False,False,False,False,False,True,0.0
253.0,345000.0,325000.0,7.375,False,False,False,False,False,False,True,0.0
81.0,395000.0,285000.0,6.575,False,False,False,False,False,False,True,0.0
105.0,375000.0,295000.0,6.625,False,False,False,False,False,False,True,0.0
35.0,115000.0,115000.0,6.75,False,False,False,False,False,False,True,0.0
68.0,455000.0,285000.0,5.0,False,True,False,False,False,False,False,0.0
96.0,205000.0,185000.0,12.0,False,False,False,False,False,True,False,0.0
127.0,485000.0,465000.0,5.75,True,False,False,False,False,False,False,0.0
96.0,275000.0,275000.0,6.25,False,False,False,False,False,True,False,0.0
64.0,195000.0,185000.0,7.99,False,False,False,False,False,True,False,0.0
234.0,545000.0,435000.0,4.75,False,False,False,False,False,False,False,0.0
212.0,535000.0,425000.0,7.75,False,False,False,False,False,False,True,0.0
390.0,1145000.0,955000.0,6.75,False,False,False,False,False,False,True,0.0
117.0,325000.0,315000.0,7.25,False,True,False,False,False,False,False,128.0
68.0,175000.0,155000.0,6.75,False,False,False,False,False,False,True,0.0
55.0,145000.0,145000.0,6.5,False,False,False,False,False,False,True,0.0
75.0,255000.0,245000.0,5.875,False,False,False,False,False,False,True,0.0
95.0,105000.0,95000.0,7.25,False,False,False,False,False,True,False,0.0
246.0,285000.0,215000.0,6.5,False,False,False,False,False,False,True,0.0
124.0,375000.0,355000.0,6.5,False,False,False,False,False,False,True,0.0
425.0,255000.0,205000.0,6.0,False,False,False,False,False,False,True,0.0
70.0,235000.0,15000.0,6.125,False,False,False,False,False,False,True,0.0
61.0,355000.0,195000.0,5.75,False,False,False,False,False,False,True,0.0
71.0,175000.0,155000.0,6.375,False,False,False,False,False,False,True,0.0
127.0,455000.0,245000.0,6.625,False,True,False,False,False,False,False,0.0
66.0,215000.0,175000.0,6.375,False,False,False,False,False,False,True,0.0
32.0,85000.0,75000.0,7.5,False,False,False,False,False,False,True,0.0
91.0,415000.0,405000.0,7.125,False,False,False,False,False,False,True,0.0
59.0,165000.0,165000.0,6.6,False,False,False,False,False,False,True,0.0
68.0,445000.0,355000.0,6.375,False,False,False,False,False,False,False,0.0
545.0,795000.0,715000.0,5.75,False,True,False,False,False,False,False,0.0
64.0,185000.0,145000.0,7.875,False,False,False,False,False,False,True,0.0
74.0,315000.0,305000.0,7.25,False,False,False,False,False,False,True,0.0
114.0,425000.0,425000.0,7.125,False,False,False,False,False,False,True,0.0
172.0,415000.0,395000.0,6.125,False,False,False,False,False,False,True,0.0
164.0,475000.0,295000.0,6.25,False,False,False,False,False,False,True,0.0
92.0,225000.0,215000.0,6.5,False,False,False,False,False,False,True,0.0
77.0,325000.0,15000.0,6.625,False,False,False,False,False,False,True,0.0
97.0,275000.0,275000.0,7.25,False,False,False,False,False,False,True,0.0
134.0,365000.0,15000.0,7.0,False,False,False,False,False,False,True,0.0
65.0,325000.0,295000.0,6.99,False,False,False,False,False,False,True,0.0
102.0,285000.0,195000.0,7.25,False,False,False,False,False,False,True,0.0
115.0,265000.0,265000.0,6.875,False,False,False,False,False,False,True,0.0
109.0,445000.0,405000.0,2.625,False,False,False,False,False,False,True,0.0
96.0,615000.0,495000.0,6.99,False,False,False,False,False,True,False,0.0
116.0,305000.0,295000.0,6.0,False,False,False,False,False,False,True,0.0
96.0,315000.0,195000.0,6.875,False,False,False,False,False,True,False,0.0
96.0,355000.0,255000.0,5.75,False,False,False,False,False,True,False,0.0
96.0,565000.0,425000.0,6.999,False,False,False,False,False,True,False,0.0
107.0,275000.0,265000.0,6.125,False,False,False,False,False,False,True,0.0
135.0,365000.0,365000.0,6.625,True,False,False,False,False,False,False,0.0
61.0,275000.0,265000.0,6.75,False,False,False,False,False,False,True,0.0
72.0,355000.0,325000.0,6.625,True,False,False,False,False,False,False,0.0
300.0,545000.0,435000.0,7.5,False,False,False,False,False,False,True,0.0
107.0,315000.0,315000.0,6.75,True,False,False,False,False,False,False,0.0
72.0,245000.0,15000.0,5.75,False,False,False,False,False,False,True,0.0
225.0,555000.0,505000.0,7.5,False,False,False,False,False,False,True,0.0
144.0,465000.0,445000.0,6.125,False,False,False,False,False,False,True,0.0
98.0,395000.0,275000.0,6.875,False,False,False,False,False,False,True,188.0
70.0,165000.0,155000.0,6.375,False,False,False,False,False,False,True,0.0
108.0,295000.0,265000.0,7.125,False,False,False,False,False,True,False,0.0
96.0,425000.0,345000.0,7.125,False,False,False,False,False,False,True,0.0
82.0,285000.0,275000.0,6.875,False,False,False,False,False,False,True,0.0
59.0,265000.0,235000.0,7.0,False,False,False,False,False,False,True,0.0
96.0,85000.0,75000.0,6.75,False,False,False,False,False,True,False,0.0
62.0,195000.0,185000.0,6.124,False,False,False,False,False,False,True,0.0
96.0,105000.0,105000.0,6.25,False,False,False,False,False,True,False,0.0
67.0,215000.0,215000.0,7.25,False,False,False,False,False,False,True,0.0
96.0,335000.0,345000.0,6.225,False,False,False,False,False,True,False,0.0
135.0,555000.0,445000.0,6.625,False,False,False,False,False,False,True,0.0
240.0,605000.0,455000.0,6.125,False,False,False,False,False,False,True,482.0
129.0,335000.0,335000.0,7.125,False,False,False,False,False,False,True,0.0
52.0,235000.0,105000.0,4.25,False,False,False,False,False,False,True,0.0
30.0,485000.0,185000.0,8.085,False,False,False,False,False,False,True,0.0
139.0,395000.0,375000.0,7.75,False,False,False,False,False,False,True,0.0
96.0,275000.0,265000.0,5.99,False,False,False,False,False,True,False,0.0
74.0,465000.0,285000.0,6.5,False,False,False,False,False,False,False,0.0
92.0,285000.0,275000.0,7.0,True,False,False,False,False,False,False,0.0
85.0,415000.0,335000.0,6.875,False,False,False,False,False,False,True,147.0
64.0,375000.0,295000.0,6.625,False,False,False,False,False,False,True,0.0
211.0,545000.0,275000.0,5.75,False,False,False,False,False,False,True,0.0
60.0,335000.0,245000.0,7.0,False,False,False,False,False,False,True,0.0
450.0,815000.0,815000.0,6.375,False,False,False,False,False,False,True,0.0
39.0,205000.0,135000.0,6.45,False,False,False,False,False,False,True,0.0
204.0,605000.0,455000.0,6.99,False,False,False,False,False,False,True,0.0
153.0,365000.0,345000.0,7.125,False,False,False,False,False,False,True,0.0
75.0,285000.0,245000.0,7.625,True,False,False,False,False,False,False,0.0
156.0,1035000.0,625000.0,6.25,False,False,False,False,False,False,True,0.0
106.0,185000.0,175000.0,6.875,False,False,False,False,False,False,True,0.0
96.0,395000.0,315000.0,7.875,False,False,False,False,False,True,False,48.0
89.0,345000.0,275000.0,6.25,False,False,False,False,False,False,True,0.0
96.0,595000.0,535000.0,4.75,False,False,False,False,False,True,False,0.0
145.0,445000.0,335000.0,7.625,False,False,False,False,False,False,True,0.0
181.0,745000.0,675000.0,5.875,False,False,False,False,False,False,False,0.0
125.0,525000.0,405000.0,7.5,False,False,False,False,False,False,True,4.0
83.0,355000.0,225000.0,5.99,False,False,False,False,False,False,True,0.0
0.0,375000.0,375000.0,7.5,False,False,False,False,False,True,False,0.0
245.0,655000.0,635000.0,6.99,False,False,False,False,False,False,True,0.0
225.0,695000.0,625000.0,6.5,False,False,False,False,False,False,True,0.0
326.0,285000.0,225000.0,6.95,False,False,False,False,False,False,True,0.0
72.0,215000.0,205000.0,7.875,False,False,False,False,False,False,True,0.0
40.0,105000.0,95000.0,6.999,False,False,False,False,False,False,True,0.0
62.0,165000.0,155000.0,7.0,False,False,False,False,False,False,True,0.0
48.0,95000.0,95000.0,5.875,False,False,False,False,False,False,True,0.0
81.0,305000.0,245000.0,5.875,False,False,False,False,False,False,True,0.0
197.0,485000.0,455000.0,6.625,False,False,False,False,False,False,True,0.0
90.0,495000.0,285000.0,6.275,False,False,False,False,False,False,True,0.0
621.0,795000.0,555000.0,6.0,False,False,False,False,False,False,True,145.0
77.0,305000.0,265000.0,6.75,False,False,False,False,False,False,True,925.0
445.0,685000.0,545000.0,9.25,False,False,False,False,False,False,True,0.0
44.0,265000.0,125000.0,6.625,False,False,False,False,False,False,True,0.0
248.0,385000.0,345000.0,6.625,False,False,False,False,False,False,True,0.0
40.0,125000.0,115000.0,7.125,False,False,False,False,False,False,True,0.0
262.0,775000.0,685000.0,5.375,False,False,False,False,False,False,True,0.0
138.0,335000.0,335000.0,6.25,False,False,False,False,False,False,True,0.0
82.0,345000.0,325000.0,7.25,False,True,False,False,False,False,False,0.0
193.0,575000.0,455000.0,6.5,False,False,False,False,False,True,False,0.0
64.0,315000.0,285000.0,6.225,False,False,False,False,False,False,True,0.0
114.0,315000.0,305000.0,6.25,False,False,False,False,False,False,True,3.0
73.0,305000.0,295000.0,6.125,False,False,False,False,False,False,True,0.0
103.0,325000.0,315000.0,7.25,False,False,False,False,False,False,True,0.0
47.0,165000.0,165000.0,6.75,False,False,False,False,False,False,True,0.0
180.0,575000.0,465000.0,6.375,False,False,False,False,False,False,True,0.0
97.0,445000.0,305000.0,6.5,False,False,False,False,False,False,True,0.0
99.0,365000.0,345000.0,7.25,False,False,False,False,False,False,True,0.0
190.0,445000.0,425000.0,6.875,False,False,False,False,False,False,True,0.0
71.0,335000.0,325000.0,7.0,False,True,False,False,False,False,False,0.0
87.0,345000.0,325000.0,5.5,True,False,False,False,False,False,False,0.0
78.0,315000.0,305000.0,6.375,False,False,False,False,False,True,False,0.0
123.0,465000.0,225000.0,5.99,False,False,False,False,False,False,True,0.0
96.0,275000.0,265000.0,6.125,False,False,False,False,False,True,False,0.0
101.0,305000.0,305000.0,6.625,False,False,False,False,False,False,True,0.0
96.0,375000.0,305000.0,6.125,False,False,False,False,False,False,True,0.0
74.0,475000.0,385000.0,7.0,False,False,False,False,False,False,True,0.0
190.0,185000.0,155000.0,8.125,False,False,False,False,False,False,True,0.0
97.0,365000.0,345000.0,2.625,False,False,False,False,False,False,True,0.0
96.0,245000.0,215000.0,6.625,False,False,False,False,False,True,False,0.0
72.0,285000.0,265000.0,6.75,False,False,False,False,False,False,True,0.0
106.0,365000.0,15000.0,6.625,False,False,False,False,False,False,True,0.0
108.0,165000.0,165000.0,7.375,False,False,False,False,False,False,True,0.0
96.0,165000.0,155000.0,6.375,False,False,False,False,False,True,False,0.0
123.0,275000.0,265000.0,6.5,False,False,False,False,False,False,True,0.0
68.0,165000.0,155000.0,7.875,False,False,False,False,False,False,True,0.0
83.0,265000.0,195000.0,6.75,False,False,False,False,False,False,True,29.0
96.0,565000.0,255000.0,5.5,False,False,False,False,False,True,False,0.0
35.0,235000.0,155000.0,6.99,False,False,False,False,False,False,True,0.0
66.0,275000.0,265000.0,7.125,False,False,False,False,False,False,True,0.0
60.0,285000.0,225000.0,6.875,False,False,False,False,False,False,True,176.0
96.0,245000.0,195000.0,6.625,False,False,False,False,False,True,False,0.0
70.0,405000.0,415000.0,5.99,False,False,False,False,False,False,True,0.0
96.0,275000.0,225000.0,6.5,False,False,False,False,False,True,False,0.0
96.0,295000.0,265000.0,7.125,False,False,False,False,False,True,False,0.0
79.0,255000.0,245000.0,6.25,False,False,False,False,False,False,True,0.0
79.0,165000.0,165000.0,6.75,False,False,False,False,False,True,False,0.0
83.0,375000.0,265000.0,5.625,False,False,False,False,False,False,False,0.0
73.0,245000.0,245000.0,6.625,False,False,False,False,False,False,True,0.0
88.0,325000.0,45000.0,11.0,False,False,False,False,False,True,False,0.0
75.0,415000.0,325000.0,4.99,False,False,False,False,False,False,True,0.0
129.0,485000.0,455000.0,6.375,False,False,False,False,False,False,True,0.0
60.0,155000.0,145000.0,7.0,False,False,False,False,False,True,False,0.0
174.0,335000.0,325000.0,7.875,False,False,False,False,False,False,True,0.0
149.0,355000.0,295000.0,9.0,True,False,False,False,False,False,False,0.0
96.0,265000.0,255000.0,6.75,False,False,False,False,False,True,False,0.0
96.0,485000.0,315000.0,6.5,False,False,False,False,False,False,True,0.0
237.0,625000.0,385000.0,5.75,False,False,False,False,False,False,True,0.0
96.0,395000.0,375000.0,7.05,False,False,False,False,False,True,False,0.0
134.0,395000.0,385000.0,5.75,False,False,False,False,False,False,False,0.0
750.0,1135000.0,1005000.0,7.375,False,True,False,False,False,False,False,0.0
96.0,325000.0,305000.0,6.875,False,False,False,False,False,True,False,0.0
224.0,225000.0,185000.0,7.02,False,False,False,False,False,True,False,0.0
187.0,805000.0,725000.0,5.99,False,False,False,False,False,False,True,19.0
82.0,235000.0,225000.0,6.125,False,False,False,False,False,True,False,0.0
57.0,85000.0,75000.0,6.875,False,False,False,False,False,False,True,0.0
96.0,235000.0,225000.0,7.125,False,False,False,False,False,False,True,0.0
96.0,215000.0,165000.0,7.375,False,False,False,False,False,True,False,0.0
66.0,355000.0,205000.0,7.125,False,False,False,False,False,False,True,0.0
136.0,335000.0,325000.0,6.75,False,False,False,False,False,False,True,0.0
96.0,235000.0,235000.0,6.225,False,False,False,False,False,True,False,0.0
60.0,265000.0,245000.0,6.5,False,False,False,False,False,False,False,0.0
105.0,355000.0,285000.0,6.375,False,False,False,False,False,False,True,0.0
96.0,255000.0,245000.0,6.25,False,False,False,False,False,True,False,0.0
85.0,325000.0,315000.0,6.125,False,False,False,False,False,False,True,0.0
123.0,435000.0,345000.0,7.375,False,False,False,False,False,False,False,0.0
92.0,325000.0,265000.0,7.25,False,False,False,False,False,False,True,0.0
59.0,305000.0,195000.0,5.99,False,False,False,False,False,False,True,0.0
212.0,655000.0,305000.0,8.125,False,False,False,False,False,False,False,0.0
99.0,215000.0,205000.0,6.125,False,False,False,False,False,False,True,0.0
76.0,515000.0,365000.0,7.625,False,False,False,False,False,False,True,0.0
60.0,165000.0,145000.0,6.5,False,False,False,False,False,False,True,0.0
117.0,525000.0,425000.0,5.85,False,False,False,False,False,False,True,0.0
55.0,195000.0,145000.0,6.99,False,False,False,False,False,False,True,0.0
76.0,365000.0,325000.0,6.625,False,False,False,False,False,False,True,0.0
90.0,165000.0,155000.0,7.49,False,False,False,False,False,False,True,0.0
83.0,285000.0,275000.0,7.5,False,False,False,False,False,False,True,0.0
96.0,255000.0,35000.0,9.74,False,False,False,False,False,False,True,0.0
79.0,315000.0,305000.0,6.625,False,False,False,False,False,False,True,0.0
33.0,105000.0,85000.0,7.75,False,False,False,False,False,False,True,0.0
131.0,345000.0,335000.0,6.25,False,False,False,False,False,True,False,0.0
96.0,585000.0,555000.0,6.99,False,False,False,False,False,True,False,0.0
97.0,215000.0,205000.0,7.5,False,False,False,False,False,False,True,0.0
60.0,195000.0,15000.0,0.0,False,False,False,False,False,True,False,0.0
131.0,535000.0,515000.0,4.99,False,False,False,False,False,False,True,0.0
107.0,205000.0,195000.0,7.125,False,True,False,False,False,False,False,0.0
136.0,455000.0,425000.0,7.125,True,False,False,False,False,False,False,88.0
120.0,375000.0,355000.0,6.375,False,False,False,False,False,False,True,0.0
56.0,175000.0,15000.0,6.75,False,False,False,False,False,False,True,0.0
104.0,265000.0,15000.0,6.625,False,False,False,False,False,True,False,0.0
68.0,235000.0,215000.0,6.875,False,False,False,False,False,False,True,0.0
52.0,135000.0,115000.0,6.625,False,False,False,False,False,True,False,0.0
54.0,245000.0,235000.0,7.0,False,False,False,False,False,False,True,3.0
122.0,205000.0,175000.0,8.875,False,False,False,False,False,False,True,0.0
79.0,205000.0,205000.0,6.625,False,True,False,False,False,False,False,0.0
102.0,425000.0,405000.0,6.375,False,False,False,False,False,False,True,0.0
135.0,325000.0,315000.0,7.75,False,False,False,False,False,False,True,0.0
79.0,265000.0,255000.0,6.5,True,False,False,False,False,False,False,0.0
73.0,335000.0,265000.0,7.875,False,False,False,False,False,False,True,0.0
231.0,695000.0,495000.0,7.25,False,False,False,False,False,False,True,0.0
117.0,465000.0,345000.0,6.875,False,False,False,False,False,False,True,0.0
113.0,315000.0,305000.0,6.625,False,False,False,False,False,False,True,0.0
235.0,695000.0,525000.0,6.99,False,False,False,False,False,False,True,0.0
44.0,135000.0,15000.0,0.0,False,False,False,False,False,False,True,213.0
115.0,455000.0,165000.0,5.875,False,False,False,False,False,False,True,0.0
