income,property_value,loan_amount,interest_rate,black_high_density,black_vhigh_density,race_Black,race_Joint,race_Multiracial,race_Native American,race_Pacific Islander,race_Unknown,race_White,cd_High (101-200),cd_Low (1-50),cd_Medium (51-100),cd_Very High (>200)
115.0,275000.0,235000.0,10.125,False,False,False,False,False,False,False,False,True,False,False,False,False
147.0,335000.0,195000.0,6.875,False,False,False,False,False,False,False,False,True,False,False,False,False
129.0,405000.0,375000.0,6.375,False,False,False,False,False,False,False,False,False,False,False,False,False
173.0,1005000.0,505000.0,7.25,False,False,False,False,False,False,False,False,True,False,False,False,False
132.0,455000.0,305000.0,6.875,False,False,False,False,False,False,False,False,True,False,False,False,False
122.0,545000.0,435000.0,6.125,False,False,False,False,False,False,False,False,True,False,False,False,False
76.0,145000.0,115000.0,5.875,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,48055000.0,28845000.0,6.0,False,False,False,False,False,False,False,True,False,False,False,False,False
66.0,245000.0,15000.0,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False
209.0,495000.0,455000.0,7.25,False,False,False,False,False,False,False,False,True,False,False,False,False
122.0,285000.0,265000.0,6.375,False,False,False,False,False,False,False,False,True,False,False,False,False
50.0,125000.0,15000.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,245000.0,225000.0,6.5,False,False,False,False,False,False,False,True,False,False,False,False,False
60.0,275000.0,265000.0,6.75,False,False,False,False,False,False,False,False,True,False,False,False,False
81.0,475000.0,425000.0,5.875,False,False,True,False,False,False,False,False,False,False,False,False,False
100.0,385000.0,345000.0,5.66,False,False,False,False,False,False,False,False,True,False,False,False,False
87.0,265000.0,15000.0,6.25,False,False,False,False,False,True,False,False,False,False,False,False,False
379.0,215000.0,155000.0,7.125,False,False,False,False,False,False,False,False,False,False,False,False,False
461.0,3525000.0,1975000.0,5.25,False,False,False,False,False,False,False,True,False,False,False,False,False
43.0,135000.0,135000.0,6.25,False,False,False,False,False,False,False,False,True,False,False,False,False
222.0,335000.0,335000.0,7.0,False,False,True,False,False,False,False,False,False,False,False,False,False
137.0,275000.0,265000.0,7.625,False,False,False,False,False,False,False,False,True,False,False,False,False
80.0,395000.0,315000.0,6.625,False,False,False,False,False,False,False,False,True,False,False,False,False
165.0,405000.0,395000.0,5.951,False,False,False,True,False,False,False,False,False,False,False,True,False
80.0,205000.0,195000.0,6.99,False,False,True,False,False,False,False,False,False,False,False,False,False
96.0,255000.0,235000.0,7.25,False,False,False,False,False,False,False,True,False,False,False,False,False
235.0,425000.0,315000.0,5.625,False,False,True,False,False,False,False,False,False,False,False,False,False
86.0,275000.0,185000.0,6.625,False,False,False,False,False,False,False,False,True,False,False,False,False
66.0,175000.0,165000.0,6.875,False,False,False,False,False,False,False,False,True,False,False,False,False
83.0,445000.0,355000.0,6.5,False,False,False,False,False,False,False,False,False,False,False,False,False
176.0,755000.0,565000.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False
199.0,295000.0,265000.0,6.75,False,False,False,False,False,False,False,False,True,False,False,False,False
86.0,245000.0,245000.0,7.125,False,False,False,False,False,False,False,False,True,False,False,False,False
143.0,325000.0,225000.0,6.625,False,False,False,False,False,False,False,False,True,False,False,False,False
95.0,435000.0,345000.0,6.625,False,False,False,False,False,False,False,False,True,False,False,False,False
75.0,255000.0,15000.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,345000.0,325000.0,7.25,False,False,False,False,False,False,False,True,False,False,False,False,False
48.0,115000.0,95000.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,515000.0,485000.0,4.99,False,False,False,False,False,False,False,True,False,False,False,False,False
51.0,345000.0,205000.0,6.75,False,False,False,False,False,False,False,False,False,False,False,False,False
61.0,225000.0,225000.0,7.25,False,False,False,False,False,False,False,True,False,False,True,False,False
97.0,325000.0,305000.0,6.999,False,False,False,False,False,False,False,False,True,False,False,False,False
223.0,615000.0,485000.0,6.125,False,False,False,False,False,False,False,False,True,False,False,False,False
59.0,215000.0,205000.0,7.75,False,False,False,False,False,False,False,False,True,False,False,False,False
401.0,1575000.0,1125000.0,4.6,False,False,False,False,False,False,False,False,True,False,False,False,False
95.0,385000.0,355000.0,6.875,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,465000.0,425000.0,4.99,False,False,False,False,False,False,False,True,False,False,False,False,False
90.0,265000.0,245000.0,6.0,False,False,False,False,False,False,False,False,True,False,False,False,False
69.0,135000.0,105000.0,6.125,False,False,False,False,False,False,False,False,True,False,False,False,False
231.0,495000.0,465000.0,7.125,False,False,False,False,False,False,False,False,False,False,False,False,False
108.0,335000.0,325000.0,7.125,False,False,True,False,False,False,False,False,False,False,False,False,False
180.0,925000.0,725000.0,7.0,False,False,False,False,False,False,False,False,True,False,False,False,False
57.0,335000.0,245000.0,7.73,False,False,False,False,False,False,False,False,True,False,False,False,False
204.0,215000.0,185000.0,6.875,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,1405000.0,725000.0,6.0,False,False,False,False,False,False,False,True,False,False,False,False,False
93.0,425000.0,395000.0,6.75,False,False,False,False,False,False,False,False,True,False,False,False,False
234.0,255000.0,205000.0,7.99,False,False,False,False,False,False,False,False,True,False,False,False,False
225.0,745000.0,595000.0,6.5,False,False,False,False,False,False,False,False,True,True,False,False,False
57.0,155000.0,135000.0,6.375,False,False,True,False,False,False,False,False,False,False,False,False,False
111.0,325000.0,335000.0,6.75,False,False,False,False,False,False,False,True,False,False,False,False,False
96.0,485000.0,235000.0,5.875,False,False,False,False,False,False,False,True,False,False,False,False,False
96.0,185000.0,145000.0,6.99,False,False,False,False,False,False,False,True,False,False,False,False,False
75.0,475000.0,45000.0,6.875,False,False,False,False,False,False,False,False,True,False,False,False,False
36.0,135000.0,135000.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False
93.0,265000.0,245000.0,5.99,False,False,False,False,False,False,False,False,True,False,False,True,False
96.0,685000.0,545000.0,6.999,False,False,False,False,False,False,False,True,False,False,False,False,False
87.0,405000.0,405000.0,6.49,False,False,False,False,False,False,False,False,True,False,False,False,False
52.0,225000.0,205000.0,7.125,False,False,False,False,False,False,False,False,True,False,False,False,False
265.0,635000.0,575000.0,6.5,False,False,False,False,False,False,False,True,False,False,False,False,False
130.0,335000.0,265000.0,7.5,False,False,False,False,False,False,False,False,True,False,False,False,False
209.0,415000.0,335000.0,6.25,False,False,False,False,False,False,False,True,False,False,False,False,False
253.0,305000.0,295000.0,6.625,False,False,False,False,False,False,False,False,True,False,False,False,False
61.0,235000.0,225000.0,7.375,False,False,True,False,False,False,False,False,False,False,False,False,False
35.0,215000.0,135000.0,6.375,False,False,False,False,False,False,False,False,True,False,False,False,False
63.0,245000.0,15000.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False
73.0,45000.0,35000.0,7.85,False,False,False,False,False,False,False,False,True,False,False,False,False
92.0,375000.0,355000.0,5.999,False,False,True,False,False,False,False,False,False,False,False,False,False
75.0,205000.0,185000.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,245000.0,235000.0,6.125,False,False,False,False,False,False,False,True,False,False,False,False,False
58.0,105000.0,105000.0,7.49,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,395000.0,315000.0,4.99,False,False,False,False,False,False,False,True,False,False,False,False,False
41.0,165000.0,165000.0,6.625,False,False,False,False,False,False,False,False,True,False,False,False,False
168.0,525000.0,415000.0,7.125,False,False,False,True,False,False,False,False,False,False,False,False,False
96.0,305000.0,255000.0,6.375,False,False,False,False,False,False,False,True,False,False,False,False,False
274.0,485000.0,465000.0,7.5,False,False,False,False,False,False,False,False,False,False,False,False,False
87.0,295000.0,285000.0,6.125,False,False,False,False,False,False,False,False,True,False,False,False,False
138.0,355000.0,15000.0,9.25,False,False,False,False,False,False,False,False,True,False,False,False,False
112.0,285000.0,185000.0,6.375,False,False,False,False,False,False,False,True,False,False,False,False,False
874.0,1685000.0,1685000.0,7.5,False,False,False,False,False,False,False,False,True,False,False,False,False
58.0,195000.0,195000.0,6.125,False,False,False,False,False,False,False,True,False,False,False,False,False
124.0,395000.0,365000.0,6.625,False,False,False,False,False,False,False,False,True,False,False,False,False
224.0,295000.0,255000.0,7.49,False,False,False,False,False,False,False,False,True,False,False,False,False
108.0,405000.0,155000.0,8.9,False,False,False,False,False,False,False,False,True,False,False,False,False
79.0,315000.0,305000.0,5.125,False,False,False,False,False,False,False,False,True,False,False,False,False
240.0,645000.0,515000.0,7.125,False,False,False,False,False,False,False,False,True,False,False,False,False
81.0,345000.0,325000.0,5.625,False,False,False,False,False,False,False,False,True,False,False,False,False
109.0,355000.0,355000.0,6.75,False,False,False,False,False,False,False,False,True,False,False,False,False
99.0,195000.0,145000.0,6.625,False,False,False,False,False,False,False,False,True,False,False,False,False
86.0,405000.0,105000.0,6.875,False,False,False,False,False,False,False,False,True,False,False,False,False
98.0,285000.0,275000.0,6.875,False,False,False,False,False,False,False,False,True,False,False,False,False
190.0,485000.0,465000.0,5.875,False,False,False,False,False,False,False,False,True,False,False,False,False
79.0,255000.0,245000.0,6.75,False,False,False,False,False,False,False,False,True,False,False,False,False
202.0,505000.0,435000.0,6.99,False,False,False,False,False,False,False,True,False,False,False,False,False
93.0,385000.0,365000.0,6.99,False,False,False,False,False,False,False,False,False,False,False,False,False
199.0,675000.0,505000.0,5.5,False,False,False,False,False,False,False,False,True,False,False,False,False
136.0,385000.0,355000.0,5.375,False,False,False,True,False,False,False,False,False,False,False,False,False
119.0,435000.0,15000.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False
69.0,265000.0,265000.0,6.625,False,False,False,False,False,False,False,True,False,False,False,False,False
130.0,405000.0,385000.0,5.875,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,185000.0,185000.0,6.99,False,False,False,False,False,False,False,True,False,False,False,False,False
95.0,435000.0,345000.0,6.875,False,False,False,False,False,False,False,False,True,False,False,False,False
132.0,585000.0,385000.0,6.875,False,False,False,False,False,False,False,False,True,False,False,False,False
80.0,315000.0,285000.0,6.99,False,False,False,False,False,False,False,False,True,False,False,False,False
262.0,605000.0,305000.0,7.125,False,False,False,False,False,False,False,False,True,False,False,False,False
197.0,415000.0,395000.0,6.75,False,False,False,False,False,False,False,False,True,False,False,False,False
69.0,315000.0,255000.0,6.49,False,False,False,False,False,False,False,False,True,False,False,False,False
74.0,375000.0,365000.0,6.25,False,False,True,False,False,False,False,False,False,False,False,False,False
52.0,155000.0,125000.0,6.875,False,False,False,False,False,False,False,False,True,False,False,False,False
60.0,245000.0,235000.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,625000.0,435000.0,6.5,False,False,False,False,False,False,False,True,False,False,False,False,False
79.0,185000.0,175000.0,7.47,False,False,False,False,False,False,False,True,False,False,False,False,False
71.0,265000.0,135000.0,9.95,False,False,False,False,False,False,False,False,True,False,False,False,False
286.0,115000.0,95000.0,7.375,False,False,False,False,False,False,False,False,True,False,False,False,False
276.0,675000.0,535000.0,7.5,False,False,False,False,False,False,False,False,True,False,False,False,False
300.0,805000.0,645000.0,6.125,False,False,False,False,False,False,False,False,True,False,False,False,False
123.0,385000.0,345000.0,6.875,False,False,False,False,False,False,False,False,True,False,False,False,False
117.0,325000.0,325000.0,6.25,False,False,False,False,False,False,False,False,True,False,False,False,False
433.0,1005000.0,755000.0,6.375,False,False,False,True,False,False,False,False,False,False,False,False,False
57.0,185000.0,185000.0,6.75,False,False,False,False,False,False,False,False,True,False,False,False,False
82.0,165000.0,145000.0,5.25,False,False,False,False,False,False,False,False,True,False,False,False,False
90.0,345000.0,255000.0,6.55,False,False,False,False,False,False,False,False,True,False,False,False,False
80.0,275000.0,265000.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False
106.0,175000.0,165000.0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False
96.0,1555000.0,675000.0,4.0,False,False,False,False,False,False,False,True,False,False,False,False,False
105.0,265000.0,255000.0,7.0,False,False,False,False,False,False,False,False,True,False,False,False,False
76.0,345000.0,325000.0,7.0,False,False,False,False,False,False,False,True,False,False,False,False,False
172.0,375000.0,295000.0,7.125,False,False,False,False,False,False,False,False,True,False,False,False,False
64.0,245000.0,235000.0,6.5,False,False,False,False,False,False,False,False,False,False,False,False,False
54.0,175000.0,145000.0,6.25,False,False,False,False,False,False,False,False,True,False,False,False,False
135.0,435000.0,405000.0,5.75,False,False,False,False,False,False,False,False,True,False,False,False,False
26.0,45000.0,45000.0,6.75,False,False,False,False,False,False,False,False,True,False,False,False,False
184.0,755000.0,455000.0,6.25,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,515000.0,455000.0,4.75,False,False,False,False,False,False,False,True,False,False,False,False,False
552.0,365000.0,295000.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False
63.0,155000.0,125000.0,6.875,False,False,False,False,False,False,False,False,True,False,False,False,False
56.0,215000.0,175000.0,6.125,False,False,False,False,False,False,False,False,False,False,True,False,False
51.0,225000.0,205000.0,6.625,False,False,False,False,False,False,False,False,True,False,False,False,False
95.0,415000.0,405000.0,6.75,False,False,True,False,False,False,False,False,False,False,False,False,False
96.0,335000.0,335000.0,5.625,False,False,False,False,False,False,False,True,False,False,False,False,False
129.0,405000.0,345000.0,7.375,False,False,False,False,False,False,False,True,False,False,False,False,False
46.0,165000.0,135000.0,7.125,False,False,False,False,False,False,False,False,True,False,False,False,False
124.0,575000.0,515000.0,7.375,False,False,False,False,False,False,False,True,False,False,False,False,False
96.0,455000.0,205000.0,5.525,False,False,False,False,False,False,False,False,True,False,False,False,False
46.0,185000.0,145000.0,7.125,False,False,False,False,False,False,False,False,True,False,False,False,False
208.0,695000.0,645000.0,6.25,False,False,False,False,False,False,False,True,False,False,False,False,False
96.0,135000.0,135000.0,6.875,False,False,False,False,False,False,False,True,False,False,False,False,False
96.0,245000.0,185000.0,6.875,False,False,False,False,False,False,False,True,False,False,False,False,False
80.0,235000.0,225000.0,6.625,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,335000.0,335000.0,5.75,False,False,False,False,False,False,False,False,True,False,False,False,False
65.0,155000.0,5000.0,7.625,False,False,False,False,False,False,False,False,True,False,False,False,False
154.0,395000.0,385000.0,6.75,False,False,False,False,False,False,False,False,True,False,False,False,False
75.0,235000.0,15000.0,7.0,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,405000.0,325000.0,6.99,False,False,False,False,False,False,False,True,False,False,False,False,False
105.0,505000.0,325000.0,6.25,False,False,False,False,False,False,False,False,True,False,False,False,False
65.0,205000.0,195000.0,6.874,False,False,False,False,False,False,False,False,True,False,False,False,False
65.0,215000.0,205000.0,6.625,False,False,False,False,False,False,False,False,True,False,False,False,False
111.0,315000.0,285000.0,7.125,False,False,False,False,False,False,False,False,True,False,False,False,False
79.0,215000.0,215000.0,7.125,False,False,False,False,False,False,False,True,False,False,False,False,False
69.0,265000.0,255000.0,7.25,False,False,False,False,False,False,False,False,True,False,False,False,False
91.0,135000.0,85000.0,8.125,False,False,False,False,False,False,False,False,True,False,False,False,False
170.0,555000.0,525000.0,6.625,False,False,False,False,False,False,False,False,True,False,False,False,False
64.0,325000.0,305000.0,5.75,False,False,False,False,False,False,False,False,True,False,False,False,False
117.0,635000.0,445000.0,6.625,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,415000.0,225000.0,7.5,False,False,True,False,False,False,False,False,False,False,False,False,False
75.0,255000.0,245000.0,7.0,False,False,False,False,False,False,False,False,True,False,False,False,False
52.0,135000.0,125000.0,7.0,False,False,False,False,False,False,False,False,True,False,False,False,False
115.0,335000.0,325000.0,5.25,False,False,True,False,False,False,False,False,False,False,False,False,False
100.0,435000.0,345000.0,6.875,False,False,False,False,False,False,False,False,False,False,False,False,False
54.0,155000.0,145000.0,7.299,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,325000.0,325000.0,6.25,False,False,False,False,False,False,False,True,False,False,False,False,False
53.0,245000.0,235000.0,6.375,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,245000.0,235000.0,7.624,False,False,False,False,False,False,False,False,True,False,False,False,False
51.0,185000.0,135000.0,7.125,False,False,False,False,False,False,False,False,True,False,False,False,False
88.0,335000.0,325000.0,6.0,False,False,False,False,False,False,False,False,True,False,False,False,False
263.0,585000.0,495000.0,7.99,False,False,False,False,False,False,False,False,True,False,False,False,False
172.0,465000.0,365000.0,8.0,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,275000.0,265000.0,7.0,False,False,False,False,False,False,False,True,False,False,False,False,False
36.0,325000.0,165000.0,6.25,False,False,False,False,False,False,False,True,False,False,False,False,False
177.0,305000.0,185000.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False
134.0,385000.0,305000.0,5.875,False,False,False,False,False,False,False,False,True,False,True,False,False
96.0,195000.0,185000.0,6.375,False,False,False,False,False,False,False,True,False,False,False,False,False
96.0,335000.0,325000.0,7.875,False,False,False,False,False,False,False,True,False,False,False,False,False
137.0,255000.0,255000.0,7.0,False,False,False,False,False,False,False,False,True,False,False,False,False
115.0,265000.0,135000.0,7.875,False,False,False,False,False,False,False,False,True,False,False,False,False
90.0,795000.0,345000.0,6.125,False,False,False,False,False,False,False,False,True,False,False,False,False
100.0,325000.0,215000.0,5.5,False,False,False,False,False,False,False,False,True,False,False,False,False
158.0,335000.0,265000.0,7.5,False,False,False,False,False,False,False,False,True,False,False,False,False
163.0,415000.0,395000.0,6.875,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,275000.0,195000.0,9.125,False,False,False,False,False,False,False,False,False,False,True,False,False
287.0,855000.0,855000.0,5.5,False,False,False,False,False,False,False,False,True,False,False,False,False
70.0,275000.0,225000.0,5.999,False,False,False,False,False,False,False,False,True,False,False,False,False
88.0,265000.0,255000.0,7.875,False,False,True,False,False,False,False,False,False,False,False,False,False
96.0,255000.0,255000.0,5.75,False,False,False,False,False,False,False,True,False,False,False,False,False
375.0,445000.0,215000.0,6.99,False,False,False,False,False,False,False,False,True,False,False,False,False
177.0,525000.0,425000.0,7.25,False,False,False,False,False,False,False,False,True,False,False,False,False
42.0,155000.0,125000.0,6.25,False,False,False,False,False,False,False,False,True,False,False,False,False
97.0,355000.0,345000.0,5.75,False,False,True,False,False,False,False,False,False,False,False,False,False
74.0,135000.0,135000.0,6.999,False,False,False,True,False,False,False,False,False,False,False,False,False
130.0,475000.0,385000.0,5.99,False,False,False,True,False,False,False,False,False,False,False,False,False
181.0,575000.0,465000.0,5.875,False,False,True,False,False,False,False,False,False,False,False,False,False
96.0,335000.0,325000.0,6.125,False,False,False,False,False,False,False,True,False,False,False,False,False
96.0,95000.0,105000.0,6.99,False,False,False,False,False,False,False,True,False,False,False,False,False
78.0,325000.0,275000.0,6.875,False,False,False,False,False,False,False,False,True,False,False,False,False
515.0,325000.0,285000.0,9.0,False,False,False,False,False,False,False,False,True,False,False,False,False
107.0,555000.0,525000.0,6.125,False,False,True,False,False,False,False,False,False,False,False,False,False
100.0,245000.0,185000.0,8.125,False,False,False,False,False,False,False,True,False,False,False,False,False
222.0,705000.0,405000.0,6.49,False,False,False,False,False,False,False,False,True,False,False,False,False
319.0,1625000.0,625000.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False
62.0,275000.0,265000.0,7.25,False,False,False,False,False,False,False,False,True,False,False,False,False
389.0,1445000.0,1005000.0,6.75,False,False,False,False,False,False,False,True,False,False,False,False,False
635.0,1595000.0,1275000.0,5.5,False,False,False,False,False,False,False,False,True,False,False,False,False
50.0,75000.0,65000.0,7.99,False,False,False,False,False,False,False,True,False,False,False,False,False
283.0,195000.0,185000.0,8.125,False,False,False,False,False,False,False,False,False,False,False,False,False
203.0,485000.0,385000.0,6.875,False,False,False,False,False,False,False,False,True,False,False,False,False
72.0,225000.0,215000.0,6.998,False,False,False,False,False,False,False,False,True,False,False,False,False
77.0,335000.0,315000.0,5.875,False,False,False,False,False,False,False,False,True,False,False,False,False
62.0,325000.0,245000.0,6.125,False,False,False,False,False,False,False,False,True,False,False,False,False
39.0,165000.0,15000.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False
181.0,405000.0,355000.0,6.75,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,515000.0,415000.0,4.75,False,False,False,False,False,False,False,True,False,False,False,False,False
82.0,235000.0,185000.0,5.75,False,False,False,False,False,False,False,True,False,False,False,False,False
96.0,295000.0,305000.0,5.99,False,False,False,False,False,False,False,True,False,False,False,False,False
96.0,155000.0,125000.0,6.875,False,False,False,False,False,False,False,True,False,False,False,False,False
57.0,255000.0,15000.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False
75.0,295000.0,285000.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,525000.0,495000.0,7.0,False,False,False,False,False,False,False,True,False,False,False,False,False
70.0,245000.0,235000.0,6.25,False,False,True,False,False,False,False,False,False,False,False,False,False
96.0,295000.0,295000.0,7.625,False,False,False,False,False,False,False,True,False,False,False,False,False
37.0,275000.0,185000.0,6.125,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,315000.0,135000.0,5.75,False,False,False,False,False,False,False,True,False,False,False,False,False
272.0,415000.0,295000.0,8.0,False,False,False,False,False,False,False,False,True,False,False,False,False
70.0,395000.0,315000.0,6.75,False,False,False,False,False,False,False,True,False,False,False,False,False
242.0,505000.0,405000.0,7.125,False,False,False,False,False,False,False,False,True,False,False,False,False
115.0,395000.0,395000.0,6.75,False,False,False,False,False,False,False,False,True,False,False,False,False
110.0,255000.0,255000.0,7.0,False,False,False,False,False,False,False,False,True,False,False,False,False
76.0,285000.0,275000.0,6.99,False,False,False,False,False,False,False,False,True,False,False,False,False
129.0,465000.0,435000.0,5.5,False,False,False,False,False,False,False,False,False,False,False,False,False
126.0,265000.0,265000.0,5.75,False,False,False,False,False,False,False,False,True,False,False,False,False
69.0,245000.0,245000.0,7.375,False,False,False,False,False,False,False,True,False,False,False,False,False
0.0,345000.0,105000.0,7.96,False,False,False,False,False,False,False,True,False,False,False,False,False
78.0,325000.0,315000.0,5.875,False,False,False,False,False,False,False,True,False,False,False,False,False
80.0,305000.0,285000.0,6.5,True,False,True,False,False,False,False,False,False,True,False,False,False
205.0,525000.0,445000.0,6.75,False,False,False,False,False,False,False,True,False,False,False,False,False
95.0,95000.0,85000.0,7.125,False,False,False,False,False,False,False,False,True,False,False,False,False
89.0,285000.0,275000.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False
119.0,355000.0,285000.0,7.375,False,False,False,False,False,False,False,True,False,False,False,False,False
149.0,305000.0,295000.0,6.875,False,False,False,False,False,False,False,False,True,False,False,False,False
982.0,255000.0,245000.0,6.999,False,False,False,False,False,False,False,False,True,False,False,False,False
265.0,485000.0,385000.0,7.25,False,False,False,False,False,False,False,False,True,False,False,False,False
98.0,325000.0,315000.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False
46.0,195000.0,155000.0,7.0,False,False,False,False,False,False,False,False,True,False,False,False,False
75.0,145000.0,115000.0,7.49,False,False,False,False,False,False,False,False,True,False,False,False,False
112.0,305000.0,275000.0,7.0,False,False,False,False,False,False,False,False,True,False,False,False,False
109.0,385000.0,375000.0,8.111,False,False,False,False,False,False,False,False,True,False,False,False,False
78.0,295000.0,285000.0,6.0,False,False,False,False,False,False,False,False,True,False,False,False,False
99.0,365000.0,365000.0,7.125,False,False,False,False,False,False,False,False,False,False,False,False,False
72.0,335000.0,125000.0,6.25,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,575000.0,465000.0,6.25,False,False,False,False,False,False,False,True,False,False,False,False,False
209.0,545000.0,435000.0,6.625,False,False,False,False,False,False,False,False,True,False,False,False,False
128.0,325000.0,305000.0,7.125,False,False,False,False,False,False,False,True,False,False,False,False,False
103.0,345000.0,335000.0,4.875,False,False,False,False,False,False,False,False,True,False,False,False,False
60.0,285000.0,265000.0,6.625,False,False,False,False,False,False,False,False,True,False,False,False,False
48.0,185000.0,165000.0,6.875,False,False,False,False,False,False,False,False,True,False,False,False,False
83.0,275000.0,275000.0,5.693,False,False,False,False,False,False,False,False,True,False,False,False,False
78.0,315000.0,315000.0,7.25,False,False,False,False,False,False,False,False,False,False,False,False,False
65.0,315000.0,275000.0,7.375,False,False,False,False,False,False,False,False,True,False,False,False,False
51.0,205000.0,195000.0,6.99,False,False,True,False,False,False,False,False,False,False,False,False,False
97.0,365000.0,365000.0,7.25,False,False,False,False,False,False,False,False,True,False,False,False,False
103.0,395000.0,385000.0,6.25,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,275000.0,265000.0,6.125,False,False,False,False,False,False,False,False,True,False,False,False,False
138.0,465000.0,425000.0,6.25,False,False,False,False,False,False,False,True,False,False,False,False,False
43.0,275000.0,205000.0,6.5,False,False,False,False,False,False,False,False,False,True,False,False,False
370.0,625000.0,505000.0,5.5,False,False,False,False,False,False,False,False,True,False,False,False,False
148.0,425000.0,405000.0,7.375,False,False,False,False,False,False,False,False,True,False,False,False,False
88.0,235000.0,15000.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False
97.0,235000.0,235000.0,6.75,False,False,True,False,False,False,False,False,False,False,True,False,False
97.0,275000.0,265000.0,6.99,False,False,False,False,False,False,False,False,True,False,False,False,False
38.0,175000.0,165000.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False
246.0,435000.0,395000.0,7.25,False,False,False,False,False,False,False,False,True,False,False,False,False
181.0,615000.0,595000.0,7.125,False,False,False,False,False,False,False,False,False,False,False,False,False
179.0,485000.0,415000.0,8.125,False,False,False,True,False,False,False,False,False,False,False,False,False
79.0,265000.0,235000.0,6.75,False,False,False,False,False,False,False,False,True,False,False,False,False
125.0,405000.0,365000.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,395000.0,385000.0,5.875,False,False,False,False,False,False,False,True,False,False,False,False,False
52.0,225000.0,215000.0,7.0,False,False,True,False,False,False,False,False,False,False,False,False,False
96.0,195000.0,75000.0,7.94,False,False,False,False,False,False,False,True,False,False,False,False,False
103.0,285000.0,275000.0,6.375,False,False,False,False,False,False,False,False,True,False,False,False,False
580.0,1025000.0,725000.0,7.125,False,False,False,False,False,False,False,False,False,False,False,False,False
42.0,65000.0,55000.0,6.84,False,False,False,False,False,False,False,False,True,False,False,False,False
83.0,255000.0,255000.0,6.75,False,False,True,False,False,False,False,False,False,False,False,False,False
60.0,215000.0,205000.0,6.375,False,False,False,False,False,False,False,False,True,False,False,False,False
187.0,1265000.0,725000.0,4.75,False,False,False,False,False,False,False,True,False,False,False,False,False
125.0,295000.0,285000.0,7.625,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,1035000.0,65000.0,7.25,False,False,False,False,False,False,False,True,False,False,False,False,False
97.0,375000.0,305000.0,7.125,False,False,False,True,False,False,False,False,False,False,False,False,False
96.0,415000.0,375000.0,6.99,False,False,False,False,False,False,False,True,False,False,False,False,False
169.0,645000.0,435000.0,5.75,False,False,False,False,False,False,False,False,True,False,False,False,False
746.0,1105000.0,555000.0,5.875,False,False,False,False,False,False,False,False,True,False,False,False,False
196.0,605000.0,615000.0,5.25,False,False,False,False,False,False,False,False,True,False,False,False,False
144.0,435000.0,215000.0,7.0,False,False,False,False,False,False,False,False,True,False,False,False,False
193.0,485000.0,475000.0,6.75,False,False,False,False,False,False,False,False,True,False,False,False,False
107.0,335000.0,255000.0,4.875,False,False,False,False,False,False,False,False,True,False,False,False,False
96.0,255000.0,255000.0,6.75,False,False,False,False,False,False,False,True,False,False,False,False,False
155.0,415000.0,335000.0,7.125,False,False,False,False,False,False,False,False,True,False,False,False,False
